idsbr,latitude,longitude,geocode_status,geom_wkt
5888965,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97238946,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
97238941,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
97238930,-2.4833826,117.8902853,2,"POINT(117.8902853 -2.4833826)"
97238932,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
97238956,-2.4833826,117.8902853,2,"POINT(117.8902853 -2.4833826)"
97237920,0.0717855,109.1929098,2,"POINT(109.1929098 0.0717855)"
97238936,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
97238928,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
97238925,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
97238929,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
97238934,-2.4833826,117.8902853,2,"POINT(117.8902853 -2.4833826)"
97238947,-2.4833826,117.8902853,2,"POINT(117.8902853 -2.4833826)"
97238952,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
97238989,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97238957,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
5965825,-2.4833826,117.8902853,2,"POINT(117.8902853 -2.4833826)"
5965824,-2.4833826,117.8902853,2,"POINT(117.8902853 -2.4833826)"
5976002,0.2166670,109.1333330,2,"POINT(109.133333 0.216667)"
6033325,0.3484884,108.9630456,2,"POINT(108.9630456 0.3484884)"
97239195,0.2148355,109.1435496,2,"POINT(109.1435496 0.2148355)"
97239188,0.2148355,109.1435496,2,"POINT(109.1435496 0.2148355)"
97238988,0.2148355,109.1435496,2,"POINT(109.1435496 0.2148355)"
97240010,0.3849002,108.9488671,1,"POINT(108.9488671 0.3849002)"
97240054,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97240039,0.3598215,108.9690915,2,"POINT(108.9690915 0.3598215)"
97240055,0.3598215,108.9690915,2,"POINT(108.9690915 0.3598215)"
5354452,0.4232528,109.2729049,2,"POINT(109.2729049 0.4232528)"
5358342,0.3227689,108.9705771,2,"POINT(108.9705771 0.3227689)"
6580223,0.3277651,108.9665381,2,"POINT(108.9665381 0.3277651)"
5888961,0.0567180,109.2141962,2,"POINT(109.2141962 0.056718)"
5354336,0.2957364,109.0371701,2,"POINT(109.0371701 0.2957364)"
97239274,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
5354221,0.1573902,109.1598470,2,"POINT(109.159847 0.1573902)"
5354426,0.3734628,108.9677503,2,"POINT(108.9677503 0.3734628)"
97240041,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97238937,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
5354281,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
4892869,0.3484884,108.9630456,2,"POINT(108.9630456 0.3484884)"
4497782,0.4045674,108.9473247,2,"POINT(108.9473247 0.4045674)"
4892905,0.4361503,108.9452988,2,"POINT(108.9452988 0.4361503)"
235187,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
97239219,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97237928,0.0717855,109.1929098,2,"POINT(109.1929098 0.0717855)"
97240008,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97239269,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97240040,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97240015,0.3277651,108.9665381,2,"POINT(108.9665381 0.3277651)"
97240050,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97239210,0.2148355,109.1435496,2,"POINT(109.1435496 0.2148355)"
97240035,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240013,0.3451582,108.9742008,2,"POINT(108.9742008 0.3451582)"
97240022,0.3451582,108.9742008,2,"POINT(108.9742008 0.3451582)"
97240026,0.3706055,108.9614751,2,"POINT(108.9614751 0.3706055)"
97239271,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97240009,0.3849002,108.9488671,1,"POINT(108.9488671 0.3849002)"
97240049,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97239182,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97239286,0.3598215,108.9690915,2,"POINT(108.9690915 0.3598215)"
97239222,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97240062,0.2148355,109.1435496,2,"POINT(109.1435496 0.2148355)"
97240281,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97239293,0.4045674,108.9473247,2,"POINT(108.9473247 0.4045674)"
97239263,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97239291,0.2148355,109.1435496,2,"POINT(109.1435496 0.2148355)"
97240271,0.3044910,109.0188012,2,"POINT(109.0188012 0.304491)"
97239273,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97240288,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
6644967,0.0717855,109.1929098,2,"POINT(109.1929098 0.0717855)"
6709793,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
6709071,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
6699725,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
6651870,-2.4833826,117.8902853,2,"POINT(117.8902853 -2.4833826)"
97239180,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
6695414,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240294,0.3227689,108.9705771,2,"POINT(108.9705771 0.3227689)"
97240316,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240282,0.3227689,108.9705771,2,"POINT(108.9705771 0.3227689)"
97239230,0.3598215,108.9690915,2,"POINT(108.9690915 0.3598215)"
97240061,0.2148355,109.1435496,2,"POINT(109.1435496 0.2148355)"
97239294,0.2148355,109.1435496,2,"POINT(109.1435496 0.2148355)"
97239278,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97240273,0.3078308,109.0091536,1,"POINT(109.0091536 0.3078308)"
97240284,0.3227689,108.9705771,2,"POINT(108.9705771 0.3227689)"
97240278,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97239288,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240280,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240285,0.3227689,108.9705771,2,"POINT(108.9705771 0.3227689)"
97240293,0.3227689,108.9705771,2,"POINT(108.9705771 0.3227689)"
97239229,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97240350,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240346,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240347,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240362,0.3636598,108.9590028,1,"POINT(108.9590028 0.3636598)"
97240320,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240319,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240358,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240363,0.3635415,108.9587894,1,"POINT(108.9587894 0.3635415)"
97240330,0.3643565,108.9621479,1,"POINT(108.9621479 0.3643565)"
97239221,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
4955300,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
5354302,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97240373,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
2857756,0.0717855,109.1929098,2,"POINT(109.1929098 0.0717855)"
97240352,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240355,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
4328927,0.3605763,109.1653196,2,"POINT(109.1653196 0.3605763)"
97240341,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97241191,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
3880188,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97239732,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
3823876,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
3329064,0.4045674,108.9473247,2,"POINT(108.9473247 0.4045674)"
4485742,0.1573902,109.1598470,2,"POINT(109.159847 0.1573902)"
97240371,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240336,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240361,0.3635415,108.9587894,1,"POINT(108.9587894 0.3635415)"
97240334,0.3643565,108.9621479,1,"POINT(108.9621479 0.3643565)"
97240357,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240321,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240369,0.3636598,108.9590028,1,"POINT(108.9590028 0.3636598)"
97240333,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240356,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240360,0.3635415,108.9587894,1,"POINT(108.9587894 0.3635415)"
97240327,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240328,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240343,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240353,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240354,0.3643565,108.9621479,1,"POINT(108.9621479 0.3643565)"
97240339,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240370,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240324,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240325,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240329,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240351,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240359,0.3636598,108.9590028,1,"POINT(108.9590028 0.3636598)"
97240349,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240407,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240368,0.3636598,108.9590028,1,"POINT(108.9590028 0.3636598)"
97240391,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240394,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240366,0.3636598,108.9590028,1,"POINT(108.9590028 0.3636598)"
97240378,0.3636598,108.9590028,1,"POINT(108.9590028 0.3636598)"
97240385,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240415,0.3114673,109.0097487,1,"POINT(109.0097487 0.3114673)"
97240409,0.3227689,108.9705771,2,"POINT(108.9705771 0.3227689)"
97240413,0.3114673,109.0097487,2,"POINT(109.0097487 0.3114673)"
97240401,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240412,0.3227689,108.9705771,2,"POINT(108.9705771 0.3227689)"
3707290,0.3734628,108.9677503,2,"POINT(108.9677503 0.3734628)"
235229,0.3484884,108.9630456,2,"POINT(108.9630456 0.3484884)"
97239285,0.3598215,108.9690915,2,"POINT(108.9690915 0.3598215)"
97240069,0.3849002,108.9488671,1,"POINT(108.9488671 0.3849002)"
6580215,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97240376,0.3635415,108.9587894,1,"POINT(108.9587894 0.3635415)"
97240402,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240396,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240414,0.3078308,109.0091536,1,"POINT(109.0091536 0.3078308)"
97240380,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240429,0.5318535,108.9178037,2,"POINT(108.9178037 0.5318535)"
97240406,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240390,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240405,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240374,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240387,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240382,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240398,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240389,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240392,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240386,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240383,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240367,0.3635415,108.9587894,1,"POINT(108.9587894 0.3635415)"
97240400,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240393,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240399,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240379,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240395,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240408,0.3227689,108.9705771,2,"POINT(108.9705771 0.3227689)"
97240365,0.3636598,108.9590028,1,"POINT(108.9590028 0.3636598)"
97240377,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240381,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240477,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240420,0.5518229,108.9238659,2,"POINT(108.9238659 0.5518229)"
97240450,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240444,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240447,0.5318535,108.9178037,2,"POINT(108.9178037 0.5318535)"
97240432,0.3919556,109.2844759,2,"POINT(109.2844759 0.3919556)"
97240467,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240468,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240344,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240461,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240448,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240430,0.5318535,108.9178037,2,"POINT(108.9178037 0.5318535)"
97240471,0.3643565,108.9621479,1,"POINT(108.9621479 0.3643565)"
97240445,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240479,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240452,0.3643565,108.9621479,1,"POINT(108.9621479 0.3643565)"
5705662,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
6580258,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240465,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240438,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240469,0.3643565,108.9621479,1,"POINT(108.9621479 0.3643565)"
97240454,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240456,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
7484896,-2.4833826,117.8902853,2,"POINT(117.8902853 -2.4833826)"
7484428,-0.9475983,103.5506796,1,"POINT(103.5506796 -0.9475983)"
7484869,-2.4833826,117.8902853,2,"POINT(117.8902853 -2.4833826)"
7480651,-2.4833826,117.8902853,2,"POINT(117.8902853 -2.4833826)"
7488419,-2.4833826,117.8902853,2,"POINT(117.8902853 -2.4833826)"
7476818,0.5654487,108.9417686,1,"POINT(108.9417686 0.5654487)"
7483112,-2.4833826,117.8902853,2,"POINT(117.8902853 -2.4833826)"
97240908,-2.4833826,117.8902853,2,"POINT(117.8902853 -2.4833826)"
97240516,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240514,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240520,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240505,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240509,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
4089611,0.3411367,109.1861516,2,"POINT(109.1861516 0.3411367)"
5354277,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97238289,0.0567180,109.2141962,2,"POINT(109.2141962 0.056718)"
4892857,0.3277651,108.9665381,2,"POINT(108.9665381 0.3277651)"
5705608,0.3605763,109.1653196,2,"POINT(109.1653196 0.3605763)"
4401434,0.3484884,108.9630456,2,"POINT(108.9630456 0.3484884)"
4972363,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97239915,0.3411367,109.1861516,2,"POINT(109.1861516 0.3411367)"
3299766,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
2858807,0.2148355,109.1435496,2,"POINT(109.1435496 0.2148355)"
97240404,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
5354407,0.3114673,109.0097487,2,"POINT(109.0097487 0.3114673)"
97240844,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240507,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240504,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240502,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240489,0.3623978,108.9506777,1,"POINT(108.9506777 0.3623978)"
97240518,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240488,0.3625451,108.9505228,1,"POINT(108.9505228 0.3625451)"
97240521,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240498,0.3623978,108.9506777,1,"POINT(108.9506777 0.3623978)"
97240512,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240515,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240486,0.3623978,108.9506777,1,"POINT(108.9506777 0.3623978)"
97240506,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240914,0.6585131,109.2010747,2,"POINT(109.2010747 0.6585131)"
97240510,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240519,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240493,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97240501,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240513,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
3923237,0.2166670,109.1333330,2,"POINT(109.133333 0.216667)"
235273,-2.4833826,117.8902853,2,"POINT(117.8902853 -2.4833826)"
97240953,0.2570482,109.0914979,2,"POINT(109.0914979 0.2570482)"
97240958,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240954,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240955,0.5198705,101.4371374,1,"POINT(101.4371374 0.5198705)"
97240959,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240942,0.5198705,101.4371374,1,"POINT(101.4371374 0.5198705)"
97240948,0.5198705,101.4371374,1,"POINT(101.4371374 0.5198705)"
97240945,0.5198705,101.4371374,1,"POINT(101.4371374 0.5198705)"
97240949,0.4961566,108.9111054,2,"POINT(108.9111054 0.4961566)"
97240939,0.3628300,108.9595000,0,"POINT(108.9595 0.36283)"
97240944,0.3628550,108.9609000,0,"POINT(108.9609 0.362855)"
97240947,0.3627750,108.9609000,0,"POINT(108.9609 0.362775)"
97240951,0.3639200,108.9635000,0,"POINT(108.9635 0.36392)"
235262,0.0000000,0.0000000,0,"POINT(0 0)"
97240940,0.3604520,108.9612000,0,"POINT(108.9612 0.360452)"
97240453,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240946,0.3626430,108.9599000,0,"POINT(108.9599 0.362643)"
97240952,0.3627430,108.9606000,0,"POINT(108.9606 0.362743)"
97238834,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
97240546,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240549,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240531,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240551,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240548,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240532,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240547,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240545,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97238824,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
97240542,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97238827,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
97240550,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240964,0.3617250,108.9610000,0,"POINT(108.961 0.361725)"
97240950,0.3626200,108.9607000,0,"POINT(108.9607 0.36262)"
97240957,0.3609830,108.9607000,0,"POINT(108.9607 0.360983)"
97240960,0.3610910,108.9608000,0,"POINT(108.9608 0.361091)"
97238831,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
5354195,0.0717855,109.1929098,2,"POINT(109.1929098 0.0717855)"
4221982,-2.4833826,117.8902853,2,"POINT(117.8902853 -2.4833826)"
97239290,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
235241,-2.4833826,117.8902853,2,"POINT(117.8902853 -2.4833826)"
4134344,0.3605763,109.1653196,2,"POINT(109.1653196 0.3605763)"
97238829,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
97240553,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240962,-7.7353219,109.5230001,1,"POINT(109.5230001 -7.7353219)"
97240963,0.3714993,108.9477297,1,"POINT(108.9477297 0.3714993)"
97240534,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240539,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97238905,0.2570482,109.0914979,2,"POINT(109.0914979 0.2570482)"
97238898,0.2570482,109.0914979,2,"POINT(109.0914979 0.2570482)"
97240536,0.4530264,108.9378589,2,"POINT(108.9378589 0.4530264)"
97238832,0.2570482,109.0914979,2,"POINT(109.0914979 0.2570482)"
97240538,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240483,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97238835,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
97238833,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
97238826,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
97240956,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97238904,0.2570482,109.0914979,2,"POINT(109.0914979 0.2570482)"
97238906,0.2894837,109.0994087,2,"POINT(109.0994087 0.2894837)"
97238825,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
97238828,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
97240658,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240578,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240632,0.4621087,108.9330882,2,"POINT(108.9330882 0.4621087)"
97240564,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240580,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240592,0.4621087,108.9330882,2,"POINT(108.9330882 0.4621087)"
97240590,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240563,0.3643432,108.9621513,1,"POINT(108.9621513 0.3643432)"
97240652,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240650,0.4961566,108.9111054,2,"POINT(108.9111054 0.4961566)"
97240567,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240640,0.4856409,108.9148749,2,"POINT(108.9148749 0.4856409)"
97240633,0.4621087,108.9330882,2,"POINT(108.9330882 0.4621087)"
97240644,0.4856409,108.9148749,2,"POINT(108.9148749 0.4856409)"
97240584,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240555,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240561,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240558,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240643,0.4856409,108.9148749,2,"POINT(108.9148749 0.4856409)"
97240554,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240535,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240562,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240574,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240646,0.4961566,108.9111054,2,"POINT(108.9111054 0.4961566)"
97240629,0.4621087,108.9330882,2,"POINT(108.9330882 0.4621087)"
97240585,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
5707864,0.3653133,109.2752667,2,"POINT(109.2752667 0.3653133)"
97240596,0.3623978,108.9506777,1,"POINT(108.9506777 0.3623978)"
5354442,0.5161329,108.9239366,2,"POINT(108.9239366 0.5161329)"
4498073,0.3227689,108.9705771,2,"POINT(108.9705771 0.3227689)"
97240941,0.5198705,101.4371374,1,"POINT(101.4371374 0.5198705)"
4892785,0.1993414,109.1502106,2,"POINT(109.1502106 0.1993414)"
235249,-0.1322387,111.0968901,1,"POINT(111.0968901 -0.1322387)"
5705563,0.2894837,109.0994087,2,"POINT(109.0994087 0.2894837)"
3518039,0.2166670,109.1333330,2,"POINT(109.133333 0.216667)"
5354210,0.0267417,109.2579400,2,"POINT(109.25794 0.0267417)"
97240027,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
5354305,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
6166265,0.3484884,108.9630456,2,"POINT(108.9630456 0.3484884)"
5707852,0.2787514,109.1119310,2,"POINT(109.111931 0.2787514)"
97240634,0.4621087,108.9330882,2,"POINT(108.9330882 0.4621087)"
97240582,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240594,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240586,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240560,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240581,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240583,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240559,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240718,0.3625732,108.9604604,1,"POINT(108.9604604 0.3625732)"
97240645,0.4856409,108.9148749,2,"POINT(108.9148749 0.4856409)"
97240630,0.4621087,108.9330882,2,"POINT(108.9330882 0.4621087)"
97240577,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240597,0.4856409,108.9148749,2,"POINT(108.9148749 0.4856409)"
97240631,0.4621087,108.9330882,2,"POINT(108.9330882 0.4621087)"
97240665,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240704,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240661,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240668,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240701,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240699,0.3625980,108.9602904,1,"POINT(108.9602904 0.362598)"
97240677,0.4621087,108.9330882,2,"POINT(108.9330882 0.4621087)"
97240669,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97238830,0.1595486,109.2005983,2,"POINT(109.2005983 0.1595486)"
97240688,0.3625980,108.9602904,1,"POINT(108.9602904 0.362598)"
97240682,0.3671095,108.9510284,2,"POINT(108.9510284 0.3671095)"
97240672,0.4299298,109.2685286,2,"POINT(109.2685286 0.4299298)"
97240691,0.3625980,108.9602904,1,"POINT(108.9602904 0.362598)"
