kk,gid,ikn,bstt,luas,bsbtt,idsls,kdkab,kdkec,kdsls,nmkab,nmkec,nmsls,bstt_k,kddesa,kdprov,khusus,muatan,nmdesa,nmprov,posisi,rw_dki,segmen,sumber,dom_sls,periode,tingkat,idsubsls,kdsubsls,nm_gedung,wil_campur
,"617114","0",,1.31140155489072,,"61040810050015","04","081","0015",MEMPAWAH,SEGEDONG,RT 001 RW 005 DUSUN SUKA MAJU,,"005","61",,,PENITI BESAR,KALIMANTAN BARAT,,,,,,2024_1,,"6104081005001500","00",,
,"617113","0",,0.514404342663731,,"61041000120027","04","100","0027",MEMPAWAH,MEMPAWAH HILIR,RT 021 RW 09 DUSUN PARIT AMANKU,,"012","61",,,PASIR,KALIMANTAN BARAT,,,,,,2024_1,,"6104100012002700","00",,
,"617112","0",,0.545140403096524,,"61040900120008","04","090","0008",MEMPAWAH,SUNGAI PINYUH,RT 008 RW 04 DUSUN HULU SUNGAI,,"012","61",,,SUNGAI BAKAU BESAR DARAT,KALIMANTAN BARAT,,,,,,2024_1,,"6104090012000800","00",,
,"617111","0",,0.572432288392292,,"61040900010017","04","090","0017",MEMPAWAH,SUNGAI PINYUH,RT 017 RW 09 DUSUN BAHAGIAH,,"001","61",,,SUNGAI PURUN KECIL,KALIMANTAN BARAT,,,,,,2024_1,,"6104090001001700","00",,
,"617149","0",,0.422038946042352,,"61041010020027","04","101","0027",MEMPAWAH,MEMPAWAH TIMUR,RT 022 RW 06 DUSUN SENAMBUNG,,"002","61",,,SUNGAI BAKAU KECIL,KALIMANTAN BARAT,,,,,,2024_1,,"6104101002002700","00",,
,"617110","0",,1.10303583949547,,"61041200030006","04","120","0006",MEMPAWAH,TOHO,RT 006 RW 02 DUSUN BOBOK,,"003","61",,,BENUANG,KALIMANTAN BARAT,,,,,,2024_1,,"6104120003000600","00",,
,"617109","0",,0.49826070155352,,"61041100050004","04","110","0004",MEMPAWAH,SUNGAI KUNYIT,RT 004 RW 02 DUSUN TANI,,"005","61",,,SUNGAI LIMAU,KALIMANTAN BARAT,,,,,,2024_1,,"6104110005000400","00",,
,"617108","0",,0.76232817078871,,"61041010080016","04","101","0016",MEMPAWAH,MEMPAWAH TIMUR,RT 016 RW 08 DUSUN PARIT BANJAR DARAT,,"008","61",,,PARIT BANJAR,KALIMANTAN BARAT,,,,,,2024_1,,"6104101008001600","00",,
,"617107","0",,0.875364037812436,,"61040810050025","04","081","0025",MEMPAWAH,SEGEDONG,RT 002 RW 009 DUSUN TANI MAKMUR,,"005","61",,,PENITI BESAR,KALIMANTAN BARAT,,,,,,2024_1,,"6104081005002500","00",,
,"617106","0",,0.020696485510044,,"61040800040043","04","080","0043",MEMPAWAH,JONGKAT,RT 004 RW 05 DUSUN PANDAN,,"004","61",,,WAJOK HULU,KALIMANTAN BARAT,,,,,,2024_1,,"6104080004004300","00",,
,"617105","0",,0.121556482573265,,"61040800010004","04","080","0004",MEMPAWAH,JONGKAT,RT 004 RW 01 DUSUN MAWAR,,"001","61",,,SUNGAI NIPAH,KALIMANTAN BARAT,,,,,,2024_1,,"6104080001000400","00",,
,"617104","0",,0.01767987500527,,"61040800040041","04","080","0041",MEMPAWAH,JONGKAT,RT 002 RW 05 DUSUN PANDAN,,"004","61",,,WAJOK HULU,KALIMANTAN BARAT,,,,,,2024_1,,"6104080004004100","00",,
,"617103","0",,0.70941066653633,,"61040800040032","04","080","0032",MEMPAWAH,JONGKAT,RT 003 RW 02 DUSUN LAPAN,,"004","61",,,WAJOK HULU,KALIMANTAN BARAT,,,,,,2024_1,,"6104080004003200","00",,
,"617102","0",,0.566367187776745,,"61040800040038","04","080","0038",MEMPAWAH,JONGKAT,RT 002 RW 08 DUSUN MAMBO,,"004","61",,,WAJOK HULU,KALIMANTAN BARAT,,,,,,2024_1,,"6104080004003800","00",,
,"617100","0",,1.29155789414208,,"61040800010001","04","080","0001",MEMPAWAH,JONGKAT,RT 001 RW 01 DUSUN MAWAR,,"001","61",,,SUNGAI NIPAH,KALIMANTAN BARAT,,,,,,2024_1,,"6104080001000100","00",,
,"617099","0",,1.13397625916179,,"61041200030007","04","120","0007",MEMPAWAH,TOHO,RT 007 RW 03 DUSUN BOBOK,,"003","61",,,BENUANG,KALIMANTAN BARAT,,,,,,2024_1,,"6104120003000700","00",,
,"617098","0",,0.03300510189968,,"61040900090035","04","090","0035",MEMPAWAH,SUNGAI PINYUH,RT 002 RW 005,,"009","61",,,SUNGAI PINYUH,KALIMANTAN BARAT,,,,,,2024_1,,"6104090009003500","00",,
,"617097","0",,0.09928567429604,,"61041010060003","04","101","0003",MEMPAWAH,MEMPAWAH TIMUR,RT 003 RW 01 DUSUN MAKMUR,,"006","61",,,ANTIBAR,KALIMANTAN BARAT,,,,,,2024_1,,"6104101006000300","00",,
,"617096","0",,0.090168989170106,,"61041010060006","04","101","0006",MEMPAWAH,MEMPAWAH TIMUR,RT 006 RW 02 DUSUN PENDIDIKAN,,"006","61",,,ANTIBAR,KALIMANTAN BARAT,,,,,,2024_1,,"6104101006000600","00",,
,"617095","0",,0.911681616644983,,"61041200080001","04","120","0001",MEMPAWAH,TOHO,RT 001 DUSUN PINANG,,"008","61",,,KECURIT,KALIMANTAN BARAT,,,,,,2024_1,,"6104120008000100","00",,
,"617094","0",,0.682817046867058,,"61041200040001","04","120","0001",MEMPAWAH,TOHO,RT 001 RW 01 DUSUN 001,,"004","61",,,PAK UTAN,KALIMANTAN BARAT,,,,,,2024_1,,"6104120004000100","00",,
,"617093","0",,0.362350913143575,,"61040900050012","04","090","0012",MEMPAWAH,SUNGAI PINYUH,RT 012 RW 04 DUSUN SELATAN,,"005","61",,,GALANG,KALIMANTAN BARAT,,,,,,2024_1,,"6104090005001200","00",,
,"617092","0",,0.824920347161921,,"61041200040002","04","120","0002",MEMPAWAH,TOHO,RT 002 RW 01 DUSUN 001,,"004","61",,,PAK UTAN,KALIMANTAN BARAT,,,,,,2024_1,,"6104120004000200","00",,
,"617091","0",,0.484676812507101,,"61040900120011","04","090","0011",MEMPAWAH,SUNGAI PINYUH,RT 011 RW 06 DUSUN SIMPANG EMPAT,,"012","61",,,SUNGAI BAKAU BESAR DARAT,KALIMANTAN BARAT,,,,,,2024_1,,"6104090012001100","00",,
,"617090","0",,0.620729753084897,,"61040910020005","04","091","0005",MEMPAWAH,ANJONGAN,RT 018 RW 01,,"002","61",,,ANJUNGAN MELANCAR,KALIMANTAN BARAT,,,,,,2024_1,,"6104091002000500","00",,
,"617089","0",,0.182156533632624,,"61040910050009","04","091","0009",MEMPAWAH,ANJONGAN,RT 006 RW 03 DUSUN PINYUH KERSIK,,"005","61",,,DEMA,KALIMANTAN BARAT,,,,,,2024_1,,"6104091005000900","00",,
,"617088","0",,0.573084949094074,,"61040800030021","04","080","0021",MEMPAWAH,JONGKAT,RT 004 RW 05 DUSUN KOPI,,"003","61",,,WAJOK HILIR,KALIMANTAN BARAT,,,,,,2024_1,,"6104080003002100","00",,
,"617087","0",,2.97000454784777,,"61040800030017","04","080","0017",MEMPAWAH,JONGKAT,RT 002 RW 12 DUSUN PADI,,"003","61",,,WAJOK HILIR,KALIMANTAN BARAT,,,,,,2024_1,,"6104080003001700","00",,
,"617086","0",,0.02721345168781,,"61040800020025","04","080","0025",MEMPAWAH,JONGKAT,RT 003 RW 013 DUSUN SULTAN ABDURRAHMAN,,"002","61",,,JUNGKAT,KALIMANTAN BARAT,,,,,,2024_1,,"6104080002002500","00",,
,"617085","0",,0.042049542467566,,"61040800040067","04","080","0067",MEMPAWAH,JONGKAT,RT 004 RW 12 DUSUN BRAHIMA,,"004","61",,,WAJOK HULU,KALIMANTAN BARAT,,,,,,2024_1,,"6104080004006700","00",,
,"617084","0",,2.20776702573827,,"61040800020005","04","080","0005",MEMPAWAH,JONGKAT,RT 003 RW 019 DUSUN DAENG MANAMBON,,"002","61",,,JUNGKAT,KALIMANTAN BARAT,,,,,,2024_1,,"6104080002000500","00",,
,"617083","0",,0.348286818010809,,"61041010010016","04","101","0016",MEMPAWAH,MEMPAWAH TIMUR,RT 016 RW 08,,"001","61",,,PASIR WAN SALIM,KALIMANTAN BARAT,,,,,,2024_1,,"6104101001001600","00",,
,"617082","0",,0.243069629192745,,"61041100020009","04","110","0009",MEMPAWAH,SUNGAI KUNYIT,RT 008 RW 03 DUSUN PELANGKIRAN,,"002","61",,,SEMPARONG PARIT RADEN,KALIMANTAN BARAT,,,,,,2024_1,,"6104110002000900","00",,
,"617081","0",,0.094758649372714,,"61041000080032","04","100","0032",MEMPAWAH,MEMPAWAH HILIR,RT 003 RW 14,,"008","61",,,TERUSAN,KALIMANTAN BARAT,,,,,,2024_1,,"6104100008003200","00",,
,"617080","0",,0.330576649589892,,"61041010060019","04","101","0019",MEMPAWAH,MEMPAWAH TIMUR,RT 019 RW 06 DUSUN MOTON JAYA,,"006","61",,,ANTIBAR,KALIMANTAN BARAT,,,,,,2024_1,,"6104101006001900","00",,
,"617079","0",,0.295957639039421,,"61040900100002","04","090","0002",MEMPAWAH,SUNGAI PINYUH,RT 002 RW 01 DUSUN TIMUR,,"010","61",,,SUNGAI BATANG,KALIMANTAN BARAT,,,,,,2024_1,,"6104090010000200","00",,
,"617078","0",,0.237989108833937,,"61041200020011","04","120","0011",MEMPAWAH,TOHO,RT 008 RW 03 DUSUN TUNAS JAYA,,"002","61",,,SAMBORA,KALIMANTAN BARAT,,,,,,2024_1,,"6104120002001100","00",,
,"617077","0",,2.4128699553798,,"61041200060003","04","120","0003",MEMPAWAH,TOHO,RT 003 RW 01 DUSUN ONA,,"006","61",,,PAK LAHENG,KALIMANTAN BARAT,,,,,,2024_1,,"6104120006000300","00",,
,"617076","0",,1.13696170711529,,"61041200060002","04","120","0002",MEMPAWAH,TOHO,RT 002 RW 01 DUSUN ONA,,"006","61",,,PAK LAHENG,KALIMANTAN BARAT,,,,,,2024_1,,"6104120006000200","00",,
,"617075","0",,0.556632186673092,,"61041200060007","04","120","0007",MEMPAWAH,TOHO,RT 009 RW 02 DUSUN LAHENG,,"006","61",,,PAK LAHENG,KALIMANTAN BARAT,,,,,,2024_1,,"6104120006000700","00",,
,"617101","0",,2.89507242241337,,"61040800040037","04","080","0037",MEMPAWAH,JONGKAT,RT 001 RW 08 DUSUN MAMBO,,"004","61",,,WAJOK HULU,KALIMANTAN BARAT,,,,,,2024_1,,"6104080004003700","00",,
,"617074","0",,0.112058278529617,,"61041010030004","04","101","0004",MEMPAWAH,MEMPAWAH TIMUR,RT 004 RW 02 DUSUN PASIR MANDAR,,"003","61",,,PASIR PANJANG,KALIMANTAN BARAT,,,,,,2024_1,,"6104101003000400","00",,
,"617073","0",,0.803854252596274,,"61040900120010","04","090","0010",MEMPAWAH,SUNGAI PINYUH,RT 010 RW 05 DUSUN SIMPANG EMPAT,,"012","61",,,SUNGAI BAKAU BESAR DARAT,KALIMANTAN BARAT,,,,,,2024_1,,"6104090012001000","00",,
,"617072","0",,0.258199102744625,,"61040900040016","04","090","0016",MEMPAWAH,SUNGAI PINYUH,RT 003 RW 07 DUSUN 04,,"004","61",,,NUSAPATI,KALIMANTAN BARAT,,,,,,2024_1,,"6104090004001600","00",,
,"617071","0",,0.994211530329314,,"61040910050010","04","091","0010",MEMPAWAH,ANJONGAN,RT 007 RW 03 DUSUN PINYUH KERSIK,,"005","61",,,DEMA,KALIMANTAN BARAT,,,,,,2024_1,,"6104091005001000","00",,
,"617070","0",,0.192353486319588,,"61041000150024","04","100","0024",MEMPAWAH,MEMPAWAH HILIR,RT 24 RW 09 DUSUN PASIR,,"015","61",,,MALIKIAN,KALIMANTAN BARAT,,,,,,2024_1,,"6104100015002400","00",,
,"617069","0",,0.006475296940294,,"61041100060005","04","110","0005",MEMPAWAH,SUNGAI KUNYIT,RT 009 RW 04 DUSUN SABAR,,"006","61",,,SUNGAI KUNYIT LAUT,KALIMANTAN BARAT,,,,,,2024_1,,"6104110006000500","00",,
,"617068","0",,0.037547614056239,,"61040800020038","04","080","0038",MEMPAWAH,JONGKAT,RT 001 RW 008 DUSUN ALIANYANG,,"002","61",,,JUNGKAT,KALIMANTAN BARAT,,,,,,2024_1,,"6104080002003800","00",,
,"617067","0",,0.237853263082113,,"61040800020057","04","080","0057",MEMPAWAH,JONGKAT,RT 003 RW 01 DUSUN RAHADI USMAN,,"002","61",,,JUNGKAT,KALIMANTAN BARAT,,,,,,2024_1,,"6104080002005700","00",,
,"617066","0",,0.298747538717644,,"61040800010023","04","080","0023",MEMPAWAH,JONGKAT,RT 023 RW 03 DUSUN MELATI,,"001","61",,,SUNGAI NIPAH,KALIMANTAN BARAT,,,,,,2024_1,,"6104080001002300","00",,
,"617064","0",,1.09926128147678,,"61041100040001","04","110","0001",MEMPAWAH,SUNGAI KUNYIT,RT 001 RW 01 DUSUN BERINGIN,,"004","61",,,SUNGAI DUNGUN,KALIMANTAN BARAT,,,,,,2024_1,,"6104110004000100","00",,
,"617063","0",,0.120238570231078,,"61040800020037","04","080","0037",MEMPAWAH,JONGKAT,RT 005 RW 007 DUSUN PANGSUMA,,"002","61",,,JUNGKAT,KALIMANTAN BARAT,,,,,,2024_1,,"6104080002003700","00",,
,"617062","0",,0.126006453227548,,"61041000070006","04","100","0006",MEMPAWAH,MEMPAWAH HILIR,RT 006 RW 03,,"007","61",,,TENGAH,KALIMANTAN BARAT,,,,,,2024_1,,"6104100007000600","00",,
,"617061","0",,0.028916650856374,,"61040800020014","04","080","0014",MEMPAWAH,JONGKAT,RT 003 RW 006 DUSUN PANGERAN ADIPATI,,"002","61",,,JUNGKAT,KALIMANTAN BARAT,,,,,,2024_1,,"6104080002001400","00",,
,"617060","0",,1.34817542693659,,"61040810060028","04","081","0028",MEMPAWAH,SEGEDONG,RT 025 RW 006 DUSUN TUNAS BARU,,"006","61",,,PENITI DALAM II,KALIMANTAN BARAT,,,,,,2024_1,,"6104081006002800","00",,
,"617059","0",,0.527593186253508,,"61041010020018","04","101","0018",MEMPAWAH,MEMPAWAH TIMUR,RT 014 RW 04 DUSUN KEDAONG,,"002","61",,,SUNGAI BAKAU KECIL,KALIMANTAN BARAT,,,,,,2024_1,,"6104101002001800","00",,
,"617058","0",,0.020581306720328,,"61040910020011","04","091","0011",MEMPAWAH,ANJONGAN,RT 003 RW 02,,"002","61",,,ANJUNGAN MELANCAR,KALIMANTAN BARAT,,,,,,2024_1,,"6104091002001100","00",,
,"617057","0",,0.607045377274622,,"61040810030015","04","081","0015",MEMPAWAH,SEGEDONG,RT 015 RW 06 DUSUN MAKMUR,,"003","61",,,SUNGAI PURUN BESAR,KALIMANTAN BARAT,,,,,,2024_1,,"6104081003001500","00",,
,"617056","0",,0.159280179160056,,"61041100010011","04","110","0011",MEMPAWAH,SUNGAI KUNYIT,RT 011 RW 06 DUSUN SEJAHTERA,,"001","61",,,SEMUDUN,KALIMANTAN BARAT,,,,,,2024_1,,"6104110001001100","00",,
,"617055","0",,0.385893285465332,,"61041000080008","04","100","0008",MEMPAWAH,MEMPAWAH HILIR,RT 025 RW 03,,"008","61",,,TERUSAN,KALIMANTAN BARAT,,,,,,2024_1,,"6104100008000800","00",,
,"617054","0",,0.760828839449094,,"61040800030024","04","080","0024",MEMPAWAH,JONGKAT,RT 001 RW 07 DUSUN KELAPA,,"003","61",,,WAJOK HILIR,KALIMANTAN BARAT,,,,,,2024_1,,"6104080003002400","00",,
,"617053","0",,0.220211744458182,,"61040800020050","04","080","0050",MEMPAWAH,JONGKAT,RT 003 RW 010 DUSUN RADEN TAUFIK,,"002","61",,,JUNGKAT,KALIMANTAN BARAT,,,,,,2024_1,,"6104080002005000","00",,
,"617052","0",,0.306986031127802,,"61041100060007","04","110","0007",MEMPAWAH,SUNGAI KUNYIT,RT 004 RW 02 DUSUN TENANG,,"006","61",,,SUNGAI KUNYIT LAUT,KALIMANTAN BARAT,,,,,,2024_1,,"6104110006000700","00",,
,"617051","0",,0.02322869630177,,"61040800040020","04","080","0020",MEMPAWAH,JONGKAT,RT 005 RW 06 DUSUN KUNYIT,,"004","61",,,WAJOK HULU,KALIMANTAN BARAT,,,,,,2024_1,,"6104080004002000","00",,
,"617050","0",,0.218103543943299,,"61040800040051","04","080","0051",MEMPAWAH,JONGKAT,RT 008 RW 06 DUSUN PANDAN,,"004","61",,,WAJOK HULU,KALIMANTAN BARAT,,,,,,2024_1,,"6104080004005100","00",,
,"617049","0",,0.21774671234207,,"61041010070005","04","101","0005",MEMPAWAH,MEMPAWAH TIMUR,RT 018 RW 02 DUSUN GALAHERANG,,"007","61",,,SEJEGI,KALIMANTAN BARAT,,,,,,2024_1,,"6104101007000500","00",,
,"617048","0",,0.915403573487548,,"61040900080001","04","090","0001",MEMPAWAH,SUNGAI PINYUH,RT 001 RW 01 DUSUN TIMUR,,"008","61",,,SUNGAI RASAU,KALIMANTAN BARAT,,,,,,2024_1,,"6104090008000100","00",,
,"617047","0",,0.051310513488767,,"61041100100001","04","110","0001",MEMPAWAH,SUNGAI KUNYIT,RT 001 RW 01 DUSUN MAYASARI,,"010","61",,,SUNGAI BUNDUNG LAUT,KALIMANTAN BARAT,,,,,,2024_1,,"6104110010000100","00",,
,"617046","0",,0.261908423301388,,"61040810050005","04","081","0005",MEMPAWAH,SEGEDONG,RT 005 RW 002 DUSUN SUKA DAMAI,,"005","61",,,PENITI BESAR,KALIMANTAN BARAT,,,,,,2024_1,,"6104081005000500","00",,
,"617045","0",,0.528221564903228,,"61040810050029","04","081","0029",MEMPAWAH,SEGEDONG,RT 002 RW 011 DUSUN KARYA UTAMA,,"005","61",,,PENITI BESAR,KALIMANTAN BARAT,,,,,,2024_1,,"6104081005002900","00",,
,"617044","0",,0.22366045312803,,"61041100110005","04","110","0005",MEMPAWAH,SUNGAI KUNYIT,RT 004 RW 02 DUSUN SUBUR,,"011","61",,,SUNGAI DURI I,KALIMANTAN BARAT,,,,,,2024_1,,"6104110011000500","00",,
,"617043","0",,0.89220040481134,,"61041100020005","04","110","0005",MEMPAWAH,SUNGAI KUNYIT,RT 004 RW 02 DUSUN HIDAYAH,,"002","61",,,SEMPARONG PARIT RADEN,KALIMANTAN BARAT,,,,,,2024_1,,"6104110002000500","00",,
,"617042","0",,1.06304252178871,,"61040800030029","04","080","0029",MEMPAWAH,JONGKAT,RT 002 RW 03 DUSUN COKLAT,,"003","61",,,WAJOK HILIR,KALIMANTAN BARAT,,,,,,2024_1,,"6104080003002900","00",,
,"617041","0",,0.60669691663524,,"61040810050026","04","081","0026",MEMPAWAH,SEGEDONG,RT 003 RW 010 DUSUN TANI MAKMUR,,"005","61",,,PENITI BESAR,KALIMANTAN BARAT,,,,,,2024_1,,"6104081005002600","00",,
,"617040","0",,0.252009819548854,,"61041010060004","04","101","0004",MEMPAWAH,MEMPAWAH TIMUR,RT 004 RW 02 DUSUN PENDIDIKAN,,"006","61",,,ANTIBAR,KALIMANTAN BARAT,,,,,,2024_1,,"6104101006000400","00",,
,"617039","0",,0.13962002726356,,"61040910020015","04","091","0015",MEMPAWAH,ANJONGAN,RT 007 RW 03,,"002","61",,,ANJUNGAN MELANCAR,KALIMANTAN BARAT,,,,,,2024_1,,"6104091002001500","00",,
,"617038","0",,0.122512136859565,,"61041100010015","04","110","0015",MEMPAWAH,SUNGAI KUNYIT,RT 015 RW 08 DUSUN LESTARI,,"001","61",,,SEMUDUN,KALIMANTAN BARAT,,,,,,2024_1,,"6104110001001500","00",,
,"617037","0",,0.141773640578679,,"61041000080037","04","100","0037",MEMPAWAH,MEMPAWAH HILIR,RT 032 RW 16,,"008","61",,,TERUSAN,KALIMANTAN BARAT,,,,,,2024_1,,"6104100008003700","00",,
,"617036","0",,1.58432411816366,,"61040900030020","04","090","0020",MEMPAWAH,SUNGAI PINYUH,RT 020 RW 010 DUSUN DANAU,,"003","61",,,PENIRAMAN,KALIMANTAN BARAT,,,,,,2024_1,,"6104090003002000","00",,
,"617035","0",,0.352171172421881,,"61041000150018","04","100","0018",MEMPAWAH,MEMPAWAH HILIR,RT 18 RW 07 DUSUN FAJAR,,"015","61",,,MALIKIAN,KALIMANTAN BARAT,,,,,,2024_1,,"6104100015001800","00",,
,"617034","0",,0.132064178328791,,"61041000130006","04","100","0006",MEMPAWAH,MEMPAWAH HILIR,RT 06 RW 03 DUSUN DEWA SUHAR MANIK,,"013","61",,,PENIBUNG,KALIMANTAN BARAT,,,,,,2024_1,,"6104100013000600","00",,
,"617033","0",,0.782855431781556,,"61041100120002","04","110","0002",MEMPAWAH,SUNGAI KUNYIT,RT 002 RW 01 DUSUN KARYA,,"012","61",,,SUNGAI DURI II,KALIMANTAN BARAT,,,,,,2024_1,,"6104110012000200","00",,
,"617032","0",,0.047354412777522,,"61040900090053","04","090","0053",MEMPAWAH,SUNGAI PINYUH,RT 011 RW 006,,"009","61",,,SUNGAI PINYUH,KALIMANTAN BARAT,,,,,,2024_1,,"6104090009005300","00",,
,"617031","0",,0.024402001068124,,"61040800010006","04","080","0006",MEMPAWAH,JONGKAT,RT 021 RW 01 DUSUN MAWAR,,"001","61",,,SUNGAI NIPAH,KALIMANTAN BARAT,,,,,,2024_1,,"6104080001000600","00",,
,"617065","0",,0.121361252370993,,"61040800010017","04","080","0017",MEMPAWAH,JONGKAT,RT 022 RW 03 DUSUN MELATI,,"001","61",,,SUNGAI NIPAH,KALIMANTAN BARAT,,,,,,2024_1,,"6104080001001700","00",,
,"617030","0",,0.233786934609042,,"61041000140004","04","100","0004",MEMPAWAH,MEMPAWAH HILIR,RT 004 RW 002 DUSUN SUKA DAMAI,,"014","61",,,SENGKUBANG,KALIMANTAN BARAT,,,,,,2024_1,,"6104100014000400","00",,
,"617029","0",,0.319867990141215,,"61041010060020","04","101","0020",MEMPAWAH,MEMPAWAH TIMUR,RT 020 RW 06 DUSUN MOTON JAYA,,"006","61",,,ANTIBAR,KALIMANTAN BARAT,,,,,,2024_1,,"6104101006002000","00",,
,"617028","0",,1.34308970894543,,"61041000120033","04","100","0033",MEMPAWAH,MEMPAWAH HILIR,RT 027 RW 10 DUSUN PARIT SERIBU,,"012","61",,,PASIR,KALIMANTAN BARAT,,,,,,2024_1,,"6104100012003300","00",,
,"617027","0",,0.015403772773734,,"61041100050007","04","110","0007",MEMPAWAH,SUNGAI KUNYIT,RT 006 RW 03 DUSUN NELAYAN,,"005","61",,,SUNGAI LIMAU,KALIMANTAN BARAT,,,,,,2024_1,,"6104110005000700","00",,
,"617026","0",,0.203772906293511,,"61041010020017","04","101","0017",MEMPAWAH,MEMPAWAH TIMUR,RT 013 RW 04 DUSUN KEDAONG,,"002","61",,,SUNGAI BAKAU KECIL,KALIMANTAN BARAT,,,,,,2024_1,,"6104101002001700","00",,
,"617025","0",,0.15527544481835,,"61041000080040","04","100","0040",MEMPAWAH,MEMPAWAH HILIR,RT 039 RW 17,,"008","61",,,TERUSAN,KALIMANTAN BARAT,,,,,,2024_1,,"6104100008004000","00",,
,"617024","0",,0.923489376502352,,"61041010070011","04","101","0011",MEMPAWAH,MEMPAWAH TIMUR,RT 007 RW 04 DUSUN BEMBAN,,"007","61",,,SEJEGI,KALIMANTAN BARAT,,,,,,2024_1,,"6104101007001100","00",,
,"617023","0",,0.404531238689541,,"61041010070012","04","101","0012",MEMPAWAH,MEMPAWAH TIMUR,RT 008 RW 04 DUSUN BEMBAN,,"007","61",,,SEJEGI,KALIMANTAN BARAT,,,,,,2024_1,,"6104101007001200","00",,
,"617022","0",,1.22605610521801,,"61041000120016","04","100","0016",MEMPAWAH,MEMPAWAH HILIR,RT 013 RW 05 DUSUN SUAP,,"012","61",,,PASIR,KALIMANTAN BARAT,,,,,,2024_1,,"6104100012001600","00",,
,"617021","0",,0.060471409447261,,"61040800040040","04","080","0040",MEMPAWAH,JONGKAT,RT 001 RW 05 DUSUN PANDAN,,"004","61",,,WAJOK HULU,KALIMANTAN BARAT,,,,,,2024_1,,"6104080004004000","00",,
,"617020","0",,0.012874694572159,,"61040800040011","04","080","0011",MEMPAWAH,JONGKAT,RT 004 RW 09 DUSUN DURIAN,,"004","61",,,WAJOK HULU,KALIMANTAN BARAT,,,,,,2024_1,,"6104080004001100","00",,
,"617019","0",,0.188152912469941,,"61040900090056","04","090","0056",MEMPAWAH,SUNGAI PINYUH,RT 014 RW 006,,"009","61",,,SUNGAI PINYUH,KALIMANTAN BARAT,,,,,,2024_1,,"6104090009005600","00",,
,"617018","0",,0.02423702609904,,"61040900090046","04","090","0046",MEMPAWAH,SUNGAI PINYUH,RT 004 RW 006,,"009","61",,,SUNGAI PINYUH,KALIMANTAN BARAT,,,,,,2024_1,,"6104090009004600","00",,
,"617017","0",,0.257834025210239,,"61040800040030","04","080","0030",MEMPAWAH,JONGKAT,RT 001 RW 02 DUSUN LAPAN,,"004","61",,,WAJOK HULU,KALIMANTAN BARAT,,,,,,2024_1,,"6104080004003000","00",,
,"617016","0",,0.390200136708706,,"61041100020001","04","110","0001",MEMPAWAH,SUNGAI KUNYIT,RT 001 RW 01 DUSUN TAUFIK,,"002","61",,,SEMPARONG PARIT RADEN,KALIMANTAN BARAT,,,,,,2024_1,,"6104110002000100","00",,
,"617015","0",,0.606044070274121,,"61041010020030","04","101","0030",MEMPAWAH,MEMPAWAH TIMUR,RT 025 RW 07 DUSUN BENTENG TIMUR,,"002","61",,,SUNGAI BAKAU KECIL,KALIMANTAN BARAT,,,,,,2024_1,,"6104101002003000","00",,
,"617014","0",,0.015374111186629,,"61040800040019","04","080","0019",MEMPAWAH,JONGKAT,RT 004 RW 06 DUSUN KUNYIT,,"004","61",,,WAJOK HULU,KALIMANTAN BARAT,,,,,,2024_1,,"6104080004001900","00",,
,"617013","0",,0.194160383438119,,"61040810040004","04","081","0004",MEMPAWAH,SEGEDONG,RT 004 RW 002 DUSUN KERANJI,,"004","61",,,PARIT BUGIS,KALIMANTAN BARAT,,,,,,2024_1,,"6104081004000400","00",,
,"617012","0",,2.41421060908758,,"61040810010003","04","081","0003",MEMPAWAH,SEGEDONG,RT 003 RW 001 DUSUN SY. ABU BAKAR,,"001","61",,,PENITI DALAM I,KALIMANTAN BARAT,,,,,,2024_1,,"6104081001000300","00",,
,"617011","0",,2.38865105494257,,"61041200040012","04","120","0012",MEMPAWAH,TOHO,RT 011 RW 04 DUSUN 004,,"004","61",,,PAK UTAN,KALIMANTAN BARAT,,,,,,2024_1,,"6104120004001200","00",,
,"617010","0",,1.76010739240325,,"61040900030019","04","090","0019",MEMPAWAH,SUNGAI PINYUH,RT 019 RW 09 DUSUN DANAU,,"003","61",,,PENIRAMAN,KALIMANTAN BARAT,,,,,,2024_1,,"6104090003001900","00",,
,"617009","0",,0.318958486447456,,"61040900080008","04","090","0008",MEMPAWAH,SUNGAI PINYUH,RT 008 RW 04 DUSUN BARAT,,"008","61",,,SUNGAI RASAU,KALIMANTAN BARAT,,,,,,2024_1,,"6104090008000800","00",,
,"617008","0",,8.60575177188372,,"61041010060032","04","101","0032",MEMPAWAH,MEMPAWAH TIMUR,RT 032 RW 09 DUSUN BUKIT ASAM,,"006","61",,,ANTIBAR,KALIMANTAN BARAT,,,,,,2024_1,,"6104101006003200","00",,
,"617007","0",,1.23167769988947,,"61041000120015","04","100","0015",MEMPAWAH,MEMPAWAH HILIR,RT 012 RW 04 DUSUN PASIR TENGAH,,"012","61",,,PASIR,KALIMANTAN BARAT,,,,,,2024_1,,"6104100012001500","00",,
,"617006","0",,0.094762352433945,,"61041000080020","04","100","0020",MEMPAWAH,MEMPAWAH HILIR,RT 015 RW 08,,"008","61",,,TERUSAN,KALIMANTAN BARAT,,,,,,2024_1,,"6104100008002000","00",,
